,time,KWH
1961,2006/3/29 17:59,3497.5
1962,2006/3/29 18:59,3467.5
1963,2006/3/29 19:59,3390
1964,2006/3/29 20:59,3332.5
1965,2006/3/29 21:59,3505
1966,2006/3/29 22:59,3730
1967,2006/3/29 23:59,3680
1968,2006/3/30 0:59,3670
1969,2006/3/30 1:59,3565
1970,2006/3/30 2:59,3597.5
1971,2006/3/30 3:59,3567.5
1972,2006/3/30 4:59,3317.5
1973,2006/3/30 5:59,3310
1974,2006/3/30 6:59,3627.5
1975,2006/3/30 7:59,3617.5
1976,2006/3/30 8:59,3620
1977,2006/3/30 9:59,3567.5
1978,2006/3/30 10:59,3420
1979,2006/3/30 11:59,3375
1980,2006/3/30 12:59,1380.75
1981,2006/3/30 13:59,888.75
1982,2006/3/30 14:59,3045
1983,2006/3/30 15:59,3615
1984,2006/3/30 16:59,3567.5
1985,2006/3/30 17:59,850
1986,2006/3/30 18:59,3482.5
1987,2006/3/30 19:59,3340
1988,2006/3/30 20:59,3167.5
1989,2006/3/30 21:59,3427.5
1990,2006/3/30 22:59,3702.5
1991,2006/3/30 23:59,3622.5
1992,2006/3/31 0:59,3610
1993,2006/3/31 1:59,3537.5
1994,2006/3/31 2:59,3535
1995,2006/3/31 3:59,3432.5
1996,2006/3/31 4:59,3297.5
1997,2006/3/31 5:59,3347.5
1998,2006/3/31 6:59,3647.5
1999,2006/3/31 7:59,3655
2000,2006/3/31 8:59,3660
2001,2006/3/31 9:59,3492.5
2002,2006/3/31 10:59,3387.5
2003,2006/3/31 11:59,3457.5
2004,2006/3/31 12:59,3287.5
2005,2006/3/31 13:59,3420
2006,2006/3/31 14:59,3602.5
2007,2006/3/31 15:59,3610
2008,2006/3/31 16:59,3632.5
2009,2006/3/31 17:59,3537.5
2010,2006/3/31 18:59,3475
2011,2006/3/31 19:59,3335
2012,2006/3/31 20:59,3240
2013,2006/3/31 21:59,3407.5
2014,2006/3/31 22:59,3640
2015,2006/3/31 23:59,3530
2016,2006/4/1 0:59,3545
2017,2006/4/1 1:59,3450
2018,2006/4/1 2:59,3485
2019,2006/4/1 3:59,3320
2020,2006/4/1 4:59,3195
2021,2006/4/1 5:59,3217.5
2022,2006/4/1 6:59,3550
2023,2006/4/1 7:59,3565
2024,2006/4/1 8:59,3605
2025,2006/4/1 9:59,3607.5
2026,2006/4/1 10:59,3515
2027,2006/4/1 11:59,3505
2028,2006/4/1 12:59,3295
2029,2006/4/1 13:59,3355
2030,2006/4/1 14:59,3587.5
2031,2006/4/1 15:59,3580
2032,2006/4/1 16:59,3600
2033,2006/4/1 17:59,3492.5
2034,2006/4/1 18:59,3462.5
2035,2006/4/1 19:59,3417.5
2036,2006/4/1 20:59,3300
2037,2006/4/1 21:59,3407.5
2038,2006/4/1 22:59,3620
2039,2006/4/1 23:59,3550
2040,2006/4/2 0:59,3505
2041,2006/4/2 1:59,3455
2042,2006/4/2 2:59,3437.5
2043,2006/4/2 3:59,3332.5
2044,2006/4/2 4:59,3245
2045,2006/4/2 5:59,3265
2046,2006/4/2 6:59,3575
2047,2006/4/2 7:59,3582.5
2048,2006/4/2 8:59,3547.5
2049,2006/4/2 9:59,3492.5
2050,2006/4/2 10:59,3367.5
2051,2006/4/2 11:59,3342.5
2052,2006/4/2 12:59,3230
2053,2006/4/2 13:59,3397.5
2054,2006/4/2 14:59,3557.5
2055,2006/4/2 15:59,3505
2056,2006/4/2 16:59,3565
2057,2006/4/2 17:59,3475
2058,2006/4/2 18:59,3417.5
2059,2006/4/2 19:59,3352.5
2060,2006/4/2 20:59,3237.5
2061,2006/4/2 21:59,3405
2062,2006/4/2 22:59,3690
2063,2006/4/2 23:59,3632.5
2064,2006/4/3 0:59,3612.5
2065,2006/4/3 1:59,3532.5
2066,2006/4/3 2:59,3517.5
2067,2006/4/3 3:59,3395
2068,2006/4/3 4:59,3310
2069,2006/4/3 5:59,3277.5
2070,2006/4/3 6:59,3557.5
2071,2006/4/3 7:59,3530
2072,2006/4/3 8:59,3517.5
2073,2006/4/3 9:59,1732.5
2074,2006/4/3 10:59,1655
2075,2006/4/3 11:59,3325
2076,2006/4/3 12:59,3247.5
2077,2006/4/3 13:59,3447.5
2078,2006/4/3 14:59,3655
2079,2006/4/3 15:59,3560
2080,2006/4/3 16:59,3602.5
2081,2006/4/3 17:59,3555
2082,2006/4/3 18:59,3462.5
2083,2006/4/3 19:59,3372.5
2084,2006/4/3 20:59,3272.5
2085,2006/4/3 21:59,3450
2086,2006/4/3 22:59,3697.5
2087,2006/4/3 23:59,3650
2088,2006/4/4 0:59,3542.5
2089,2006/4/4 1:59,3482.5
2090,2006/4/4 2:59,3412.5
2091,2006/4/4 3:59,3227.5
2092,2006/4/4 4:59,3177.5
2093,2006/4/4 5:59,3215
2094,2006/4/4 6:59,3465
2095,2006/4/4 7:59,3487.5
2096,2006/4/4 8:59,3490
2097,2006/4/4 9:59,3302.5
2098,2006/4/4 10:59,3250
2099,2006/4/4 11:59,3275
2100,2006/4/4 12:59,3182.5
2101,2006/4/4 13:59,3272.5
2102,2006/4/4 14:59,3492.5
2103,2006/4/4 15:59,3485
2104,2006/4/4 16:59,3507.5
2105,2006/4/4 17:59,3452.5
2106,2006/4/4 18:59,3395
2107,2006/4/4 19:59,3302.5
2108,2006/4/4 20:59,3247.5
2109,2006/4/4 21:59,3380
2110,2006/4/4 22:59,3595
2111,2006/4/4 23:59,3510
2112,2006/4/5 0:59,3512.5
2113,2006/4/5 1:59,3425
2114,2006/4/5 2:59,3422.5
2115,2006/4/5 3:59,3290
2116,2006/4/5 4:59,3225
2117,2006/4/5 5:59,3287.5
2118,2006/4/5 6:59,3525
2119,2006/4/5 7:59,3527.5
2120,2006/4/5 8:59,3587.5
2121,2006/4/5 9:59,3507.5
2122,2006/4/5 10:59,3442.5
2123,2006/4/5 11:59,3457.5
2124,2006/4/5 12:59,3332.5
2125,2006/4/5 13:59,3497.5
2126,2006/4/5 14:59,2762.5
2127,2006/4/5 15:59,3685
2128,2006/4/5 16:59,3660
2129,2006/4/5 17:59,3550
2130,2006/4/5 18:59,3507.5
2131,2006/4/5 19:59,3427.5
2132,2006/4/5 20:59,3385
2133,2006/4/5 21:59,3505
2134,2006/4/5 22:59,3742.5
2135,2006/4/5 23:59,3670
2136,2006/4/6 0:59,3685
2137,2006/4/6 1:59,3577.5
2138,2006/4/6 2:59,3587.5
2139,2006/4/6 3:59,3437.5
2140,2006/4/6 4:59,3345
2141,2006/4/6 5:59,3342.5
2142,2006/4/6 6:59,3687.5
2143,2006/4/6 7:59,3645
2144,2006/4/6 8:59,3655
2145,2006/4/6 9:59,2702.5
2146,2006/4/6 10:59,3525
2147,2006/4/6 11:59,3577.5
2148,2006/4/6 12:59,3447.5
2149,2006/4/6 13:59,3555
2150,2006/4/6 14:59,3727.5
2151,2006/4/6 15:59,3645
2152,2006/4/6 16:59,3692.5
2153,2006/4/6 17:59,3542.5
2154,2006/4/6 18:59,3512.5
2155,2006/4/6 19:59,3427.5
2156,2006/4/6 20:59,3295
2157,2006/4/6 21:59,3502.5
2158,2006/4/6 22:59,3722.5
2159,2006/4/6 23:59,3702.5
2160,2006/4/7 0:59,3687.5
2161,2006/4/7 1:59,3630
2162,2006/4/7 2:59,3585
2163,2006/4/7 3:59,3530
2164,2006/4/7 4:59,3352.5
2165,2006/4/7 5:59,3370
2166,2006/4/7 6:59,3647.5
2167,2006/4/7 7:59,3692.5
2168,2006/4/7 8:59,3755
2169,2006/4/7 9:59,3647.5
2170,2006/4/7 10:59,3502.5
2171,2006/4/7 11:59,3485
2172,2006/4/7 12:59,3407.5
2173,2006/4/7 13:59,3532.5
2174,2006/4/7 14:59,3697.5
2175,2006/4/7 15:59,3667.5
2176,2006/4/7 16:59,3747.5
2177,2006/4/7 17:59,3657.5
2178,2006/4/7 18:59,3597.5
2179,2006/4/7 19:59,3512.5
2180,2006/4/7 20:59,3395
2181,2006/4/7 21:59,3570
2182,2006/4/7 22:59,3867.5
2183,2006/4/7 23:59,3735
2184,2006/4/8 0:59,3677.5
2185,2006/4/8 1:59,3595
2186,2006/4/8 2:59,3592.5
2187,2006/4/8 3:59,3500
2188,2006/4/8 4:59,3347.5
2189,2006/4/8 5:59,3392.5
2190,2006/4/8 6:59,3677.5
2191,2006/4/8 7:59,3675
2192,2006/4/8 8:59,3685
2193,2006/4/8 9:59,3517.5
2194,2006/4/8 10:59,3417.5
2195,2006/4/8 11:59,3570
2196,2006/4/8 12:59,3505
2197,2006/4/8 13:59,3542.5
2198,2006/4/8 14:59,3767.5
2199,2006/4/8 15:59,3742.5
2200,2006/4/8 16:59,3760
2201,2006/4/8 17:59,3610
2202,2006/4/8 18:59,3565
2203,2006/4/8 19:59,3492.5
2204,2006/4/8 20:59,3377.5
2205,2006/4/8 21:59,3582.5
2206,2006/4/8 22:59,3717.5
2207,2006/4/8 23:59,3675
2208,2006/4/9 0:59,3700
2209,2006/4/9 1:59,3637.5
2210,2006/4/9 2:59,3577.5
2211,2006/4/9 3:59,3397.5
2212,2006/4/9 4:59,3317.5
2213,2006/4/9 5:59,3372.5
2214,2006/4/9 6:59,3687.5
2215,2006/4/9 7:59,3667.5
2216,2006/4/9 8:59,3635
2217,2006/4/9 9:59,3592.5
2218,2006/4/9 10:59,3497.5
2219,2006/4/9 11:59,3465
2220,2006/4/9 12:59,3355
2221,2006/4/9 13:59,3475
2222,2006/4/9 14:59,3717.5
2223,2006/4/9 15:59,3665
2224,2006/4/9 16:59,3687.5
2225,2006/4/9 17:59,3615
2226,2006/4/9 18:59,3537.5
2227,2006/4/9 19:59,3440
2228,2006/4/9 20:59,3322.5
2229,2006/4/9 21:59,3505
2230,2006/4/9 22:59,3675
2231,2006/4/9 23:59,3632.5
2232,2006/4/10 0:59,3655
2233,2006/4/10 1:59,3570
2234,2006/4/10 2:59,3520
2235,2006/4/10 3:59,3362.5
2236,2006/4/10 4:59,3252.5
2237,2006/4/10 5:59,3282.5
2238,2006/4/10 6:59,3570
2239,2006/4/10 7:59,3615
2240,2006/4/10 8:59,3595
2241,2006/4/10 9:59,3447.5
2242,2006/4/10 10:59,3470
2243,2006/4/10 11:59,3535
2244,2006/4/10 12:59,3427.5
2245,2006/4/10 13:59,3475
2246,2006/4/10 14:59,3647.5
2247,2006/4/10 15:59,3652.5
2248,2006/4/10 16:59,3745
2249,2006/4/10 17:59,3645
2250,2006/4/10 18:59,3620
2251,2006/4/10 19:59,3557.5
2252,2006/4/10 20:59,3452.5
2253,2006/4/10 21:59,3607.5
2254,2006/4/10 22:59,3842.5
2255,2006/4/10 23:59,3772.5
2256,2006/4/11 0:59,3720
2257,2006/4/11 1:59,3672.5
2258,2006/4/11 2:59,3587.5
2259,2006/4/11 3:59,3515
2260,2006/4/11 4:59,3422.5
2261,2006/4/11 5:59,3442.5
2262,2006/4/11 6:59,3665
2263,2006/4/11 7:59,3635
2264,2006/4/11 8:59,3642.5
2265,2006/4/11 9:59,3585
2266,2006/4/11 10:59,3477.5
2267,2006/4/11 11:59,3605
2268,2006/4/11 12:59,3507.5
2269,2006/4/11 13:59,3525
2270,2006/4/11 14:59,3722.5
2271,2006/4/11 15:59,3702.5
2272,2006/4/11 16:59,3757.5
2273,2006/4/11 17:59,3637.5
2274,2006/4/11 18:59,3660
2275,2006/4/11 19:59,3587.5
2276,2006/4/11 20:59,3475
2277,2006/4/11 21:59,3595
2278,2006/4/11 22:59,3875
2279,2006/4/11 23:59,3827.5
2280,2006/4/12 0:59,3792.5
2281,2006/4/12 1:59,3685
2282,2006/4/12 2:59,3605
2283,2006/4/12 3:59,3447.5
2284,2006/4/12 4:59,3425
2285,2006/4/12 5:59,3432.5
2286,2006/4/12 6:59,3702.5
2287,2006/4/12 7:59,3667.5
2288,2006/4/12 8:59,3637.5
2289,2006/4/12 9:59,3565
2290,2006/4/12 10:59,3567.5
2291,2006/4/12 11:59,3525
2292,2006/4/12 12:59,3387.5
2293,2006/4/12 13:59,3497.5
2294,2006/4/12 14:59,3750
2295,2006/4/12 15:59,3755
2296,2006/4/12 16:59,3797.5
2297,2006/4/12 17:59,3655
2298,2006/4/12 18:59,3695
2299,2006/4/12 19:59,3645
2300,2006/4/12 20:59,3440
2301,2006/4/12 21:59,3675
2302,2006/4/12 22:59,3907.5
2303,2006/4/12 23:59,3842.5
2304,2006/4/13 0:59,3797.5
2305,2006/4/13 1:59,3720
2306,2006/4/13 2:59,3660
2307,2006/4/13 3:59,3557.5
2308,2006/4/13 4:59,3457.5
2309,2006/4/13 5:59,3465
2310,2006/4/13 6:59,3712.5
2311,2006/4/13 7:59,3730
2312,2006/4/13 8:59,3740
2313,2006/4/13 9:59,3625
2314,2006/4/13 10:59,3610
2315,2006/4/13 11:59,3625
2316,2006/4/13 12:59,3477.5
2317,2006/4/13 13:59,3605
2318,2006/4/13 14:59,3852.5
2319,2006/4/13 15:59,3865
2320,2006/4/13 16:59,3877.5
2321,2006/4/13 17:59,3785
2322,2006/4/13 18:59,3767.5
2323,2006/4/13 19:59,3685
2324,2006/4/13 20:59,3507.5
2325,2006/4/13 21:59,3677.5
2326,2006/4/13 22:59,3845
2327,2006/4/13 23:59,3797.5
2328,2006/4/14 0:59,3755
2329,2006/4/14 1:59,3655
2330,2006/4/14 2:59,3550
2331,2006/4/14 3:59,3432.5
2332,2006/4/14 4:59,3330
2333,2006/4/14 5:59,3352.5
2334,2006/4/14 6:59,3645
2335,2006/4/14 7:59,3707.5
2336,2006/4/14 8:59,3752.5
2337,2006/4/14 9:59,3630
2338,2006/4/14 10:59,3647.5
2339,2006/4/14 11:59,3575
2340,2006/4/14 12:59,3430
2341,2006/4/14 13:59,3600
2342,2006/4/14 14:59,3825
2343,2006/4/14 15:59,3822.5
2344,2006/4/14 16:59,3925
2345,2006/4/14 17:59,3792.5
2346,2006/4/14 18:59,3752.5
2347,2006/4/14 19:59,3697.5
2348,2006/4/14 20:59,3532.5
2349,2006/4/14 21:59,3715
2350,2006/4/14 22:59,3990
2351,2006/4/14 23:59,3917.5
2352,2006/4/15 0:59,3902.5
2353,2006/4/15 1:59,3832.5
2354,2006/4/15 2:59,3777.5
2355,2006/4/15 3:59,3672.5
2356,2006/4/15 4:59,3530
2357,2006/4/15 5:59,3587.5
2358,2006/4/15 6:59,3862.5
2359,2006/4/15 7:59,3927.5
2360,2006/4/15 8:59,3895
2361,2006/4/15 9:59,3775
2362,2006/4/15 10:59,3637.5
2363,2006/4/15 11:59,3560
2364,2006/4/15 12:59,3560
2365,2006/4/15 13:59,3745
2366,2006/4/15 14:59,3865
2367,2006/4/15 15:59,3832.5
2368,2006/4/15 16:59,3880
2369,2006/4/15 17:59,3767.5
2370,2006/4/15 18:59,3707.5
2371,2006/4/15 19:59,3522.5
2372,2006/4/15 20:59,2590
2373,2006/4/15 21:59,0
2374,2006/4/15 22:59,0
2375,2006/4/15 23:59,0
2376,2006/4/16 0:59,0
2377,2006/4/16 1:59,0
2378,2006/4/16 2:59,0
2379,2006/4/16 3:59,0
2380,2006/4/16 4:59,0
2381,2006/4/16 5:59,0
2382,2006/4/16 6:59,0
2383,2006/4/16 7:59,0
2384,2006/4/16 8:59,0
2385,2006/4/16 9:59,0
2386,2006/4/16 10:59,0
2387,2006/4/16 11:59,0
2388,2006/4/16 12:59,0
2389,2006/4/16 13:59,0
2390,2006/4/16 14:59,0
2391,2006/4/16 15:59,0
2392,2006/4/16 16:59,0
2393,2006/4/16 17:59,0
2394,2006/4/16 18:59,0
2395,2006/4/16 19:59,0
2396,2006/4/16 20:59,0
2397,2006/4/16 21:59,0
2398,2006/4/16 22:59,0
2399,2006/4/16 23:59,0
2400,2006/4/17 0:59,0
2401,2006/4/17 1:59,0
2402,2006/4/17 2:59,0
2403,2006/4/17 3:59,0
2404,2006/4/17 4:59,0
2405,2006/4/17 5:59,0
2406,2006/4/17 6:59,0
2407,2006/4/17 7:59,0
2408,2006/4/17 8:59,907.5
2409,2006/4/17 9:59,2570
2410,2006/4/17 10:59,3390
2411,2006/4/17 11:59,3597.5
2412,2006/4/17 12:59,3435
2413,2006/4/17 13:59,3565
2414,2006/4/17 14:59,3732.5
2415,2006/4/17 15:59,3772.5
2416,2006/4/17 16:59,3815
2417,2006/4/17 17:59,3695
2418,2006/4/17 18:59,3660
2419,2006/4/17 19:59,3550
2420,2006/4/17 20:59,3422.5
2421,2006/4/17 21:59,3635
2422,2006/4/17 22:59,3847.5
2423,2006/4/17 23:59,3770
2424,2006/4/18 0:59,3782.5
2425,2006/4/18 1:59,3722.5
2426,2006/4/18 2:59,3627.5
2427,2006/4/18 3:59,3480
2428,2006/4/18 4:59,3372.5
2429,2006/4/18 5:59,3367.5
2430,2006/4/18 6:59,3710
2431,2006/4/18 7:59,3727.5
2432,2006/4/18 8:59,3710
2433,2006/4/18 9:59,3585
2434,2006/4/18 10:59,3562.5
2435,2006/4/18 11:59,3582.5
2436,2006/4/18 12:59,3425
2437,2006/4/18 13:59,3587.5
2438,2006/4/18 14:59,3777.5
2439,2006/4/18 15:59,3697.5
2440,2006/4/18 16:59,3722.5
2441,2006/4/18 17:59,3572.5
2442,2006/4/18 18:59,3602.5
2443,2006/4/18 19:59,3570
2444,2006/4/18 20:59,3440
2445,2006/4/18 21:59,3572.5
2446,2006/4/18 22:59,3810
2447,2006/4/18 23:59,3780
2448,2006/4/19 0:59,3740
2449,2006/4/19 1:59,3625
2450,2006/4/19 2:59,3555
2451,2006/4/19 3:59,3470
2452,2006/4/19 4:59,3340
2453,2006/4/19 5:59,3407.5
2454,2006/4/19 6:59,3702.5
2455,2006/4/19 7:59,3670
2456,2006/4/19 8:59,3657.5
2457,2006/4/19 9:59,3607.5
2458,2006/4/19 10:59,3530
2459,2006/4/19 11:59,2697.5
2460,2006/4/19 12:59,3515
2461,2006/4/19 13:59,3617.5
2462,2006/4/19 14:59,3832.5
2463,2006/4/19 15:59,3787.5
2464,2006/4/19 16:59,3797.5
2465,2006/4/19 17:59,3660
2466,2006/4/19 18:59,3652.5
2467,2006/4/19 19:59,3600
2468,2006/4/19 20:59,3502.5
2469,2006/4/19 21:59,3665
2470,2006/4/19 22:59,3079.25
2471,2006/4/19 23:59,3065
2472,2006/4/20 0:59,3462.5
2473,2006/4/20 1:59,3380
2474,2006/4/20 2:59,3510
2475,2006/4/20 3:59,3440
2476,2006/4/20 4:59,3432.5
2477,2006/4/20 5:59,3440
2478,2006/4/20 6:59,3677.5
2479,2006/4/20 7:59,3662.5
2480,2006/4/20 8:59,3637.5
2481,2006/4/20 9:59,3520
2482,2006/4/20 10:59,3510
2483,2006/4/20 11:59,3472.5
2484,2006/4/20 12:59,3327.5
2485,2006/4/20 13:59,1685
2486,2006/4/20 14:59,0
2487,2006/4/20 15:59,927.5
2488,2006/4/20 16:59,935
2489,2006/4/20 17:59,3642.5
2490,2006/4/20 18:59,0
2491,2006/4/20 19:59,0
2492,2006/4/20 20:59,0
2493,2006/4/20 21:59,0
2494,2006/4/20 22:59,1910
2495,2006/4/20 23:59,3687.5
2496,2006/4/21 0:59,3632.5
2497,2006/4/21 1:59,3530
2498,2006/4/21 2:59,3447.5
2499,2006/4/21 3:59,3395
2500,2006/4/21 4:59,3377.5
2501,2006/4/21 5:59,3415
2502,2006/4/21 6:59,3707.5
2503,2006/4/21 7:59,3627.5
2504,2006/4/21 8:59,3570
2505,2006/4/21 9:59,3502.5
2506,2006/4/21 10:59,3527.5
2507,2006/4/21 11:59,3580
2508,2006/4/21 12:59,3387.5
2509,2006/4/21 13:59,3467.5
2510,2006/4/21 14:59,3787.5
2511,2006/4/21 15:59,3740
2512,2006/4/21 16:59,3717.5
2513,2006/4/21 17:59,3687.5
2514,2006/4/21 18:59,3657.5
2515,2006/4/21 19:59,3535
2516,2006/4/21 20:59,3442.5
2517,2006/4/21 21:59,3607.5
2518,2006/4/21 22:59,3745
2519,2006/4/21 23:59,3702.5
2520,2006/4/22 0:59,3662.5
2521,2006/4/22 1:59,3550
2522,2006/4/22 2:59,3517.5
2523,2006/4/22 3:59,3415
2524,2006/4/22 4:59,3395
2525,2006/4/22 5:59,3367.5
2526,2006/4/22 6:59,3665
2527,2006/4/22 7:59,3715
2528,2006/4/22 8:59,3767.5
2529,2006/4/22 9:59,3652.5
2530,2006/4/22 10:59,3552.5
2531,2006/4/22 11:59,3547.5
2532,2006/4/22 12:59,3407.5
2533,2006/4/22 13:59,3540
2534,2006/4/22 14:59,3780
2535,2006/4/22 15:59,3715
2536,2006/4/22 16:59,3740
2537,2006/4/22 17:59,3670
2538,2006/4/22 18:59,3642.5
2539,2006/4/22 19:59,3485
2540,2006/4/22 20:59,3372.5
2541,2006/4/22 21:59,3595
2542,2006/4/22 22:59,3780
2543,2006/4/22 23:59,3717.5
2544,2006/4/23 0:59,3680
2545,2006/4/23 1:59,3637.5
2546,2006/4/23 2:59,3602.5
2547,2006/4/23 3:59,3495
2548,2006/4/23 4:59,3350
2549,2006/4/23 5:59,3430
2550,2006/4/23 6:59,3690
2551,2006/4/23 7:59,3682.5
2552,2006/4/23 8:59,3740
2553,2006/4/23 9:59,3657.5
2554,2006/4/23 10:59,3500
2555,2006/4/23 11:59,3462.5
2556,2006/4/23 12:59,3382.5
2557,2006/4/23 13:59,3517.5
2558,2006/4/23 14:59,3690
2559,2006/4/23 15:59,3670
2560,2006/4/23 16:59,3725
2561,2006/4/23 17:59,3640
2562,2006/4/23 18:59,3625
2563,2006/4/23 19:59,3472.5
2564,2006/4/23 20:59,3437.5
2565,2006/4/23 21:59,3587.5
2566,2006/4/23 22:59,3800
2567,2006/4/23 23:59,3740
2568,2006/4/24 0:59,3627.5
2569,2006/4/24 1:59,3585
2570,2006/4/24 2:59,3580
2571,2006/4/24 3:59,3500
2572,2006/4/24 4:59,3342.5
2573,2006/4/24 5:59,3350
2574,2006/4/24 6:59,3692.5
2575,2006/4/24 7:59,3695
2576,2006/4/24 8:59,3662.5
2577,2006/4/24 9:59,3467.5
2578,2006/4/24 10:59,3422.5
2579,2006/4/24 11:59,3407.5
2580,2006/4/24 12:59,3382.5
2581,2006/4/24 13:59,3525
2582,2006/4/24 14:59,3717.5
2583,2006/4/24 15:59,3700
2584,2006/4/24 16:59,3732.5
2585,2006/4/24 17:59,3640
2586,2006/4/24 18:59,3585
2587,2006/4/24 19:59,3472.5
2588,2006/4/24 20:59,3425
2589,2006/4/24 21:59,3597.5
2590,2006/4/24 22:59,3777.5
2591,2006/4/24 23:59,3760
2592,2006/4/25 0:59,3707.5
2593,2006/4/25 1:59,3642.5
2594,2006/4/25 2:59,3592.5
2595,2006/4/25 3:59,3467.5
2596,2006/4/25 4:59,3385
2597,2006/4/25 5:59,3355
2598,2006/4/25 6:59,3687.5
2599,2006/4/25 7:59,3692.5
2600,2006/4/25 8:59,3685
2601,2006/4/25 9:59,3490
2602,2006/4/25 10:59,3450
2603,2006/4/25 11:59,3570
2604,2006/4/25 12:59,3427.5
2605,2006/4/25 13:59,3570
2606,2006/4/25 14:59,3752.5
2607,2006/4/25 15:59,3777.5
2608,2006/4/25 16:59,3805
2609,2006/4/25 17:59,3710
2610,2006/4/25 18:59,3632.5
2611,2006/4/25 19:59,3550
2612,2006/4/25 20:59,3440
2613,2006/4/25 21:59,3620
2614,2006/4/25 22:59,3797.5
2615,2006/4/25 23:59,3730
2616,2006/4/26 0:59,3727.5
2617,2006/4/26 1:59,3667.5
2618,2006/4/26 2:59,3637.5
2619,2006/4/26 3:59,3520
2620,2006/4/26 4:59,3407.5
2621,2006/4/26 5:59,3417.5
2622,2006/4/26 6:59,3737.5
2623,2006/4/26 7:59,3732.5
2624,2006/4/26 8:59,3717.5
2625,2006/4/26 9:59,3622.5
2626,2006/4/26 10:59,3507.5
2627,2006/4/26 11:59,3492.5
2628,2006/4/26 12:59,3495
2629,2006/4/26 13:59,3585
2630,2006/4/26 14:59,3760
2631,2006/4/26 15:59,3700
2632,2006/4/26 16:59,3732.5
2633,2006/4/26 17:59,3692.5
2634,2006/4/26 18:59,3682.5
2635,2006/4/26 19:59,3580
2636,2006/4/26 20:59,3460
2637,2006/4/26 21:59,3625
2638,2006/4/26 22:59,3807.5
2639,2006/4/26 23:59,3757.5
2640,2006/4/27 0:59,3725
2641,2006/4/27 1:59,3682.5
2642,2006/4/27 2:59,3612.5
2643,2006/4/27 3:59,3512.5
2644,2006/4/27 4:59,3445
2645,2006/4/27 5:59,3452.5
2646,2006/4/27 6:59,3725
2647,2006/4/27 7:59,3730
2648,2006/4/27 8:59,3775
2649,2006/4/27 9:59,3727.5
2650,2006/4/27 10:59,3620
2651,2006/4/27 11:59,3582.5
2652,2006/4/27 12:59,3490
2653,2006/4/27 13:59,3582.5
2654,2006/4/27 14:59,3780
2655,2006/4/27 15:59,3782.5
2656,2006/4/27 16:59,3772.5
2657,2006/4/27 17:59,3715
2658,2006/4/27 18:59,3695
2659,2006/4/27 19:59,3512.5
2660,2006/4/27 20:59,3420
2661,2006/4/27 21:59,3630
2662,2006/4/27 22:59,3802.5
2663,2006/4/27 23:59,3787.5
2664,2006/4/28 0:59,3797.5
2665,2006/4/28 1:59,3805
2666,2006/4/28 2:59,3702.5
2667,2006/4/28 3:59,3602.5
2668,2006/4/28 4:59,3430
2669,2006/4/28 5:59,3415
2670,2006/4/28 6:59,3692.5
2671,2006/4/28 7:59,3675
2672,2006/4/28 8:59,3660
2673,2006/4/28 9:59,3580
2674,2006/4/28 10:59,3435
2675,2006/4/28 11:59,3492.5
2676,2006/4/28 12:59,3442.5
2677,2006/4/28 13:59,3415
2678,2006/4/28 14:59,3607.5
2679,2006/4/28 15:59,3690
2680,2006/4/28 16:59,3642.5
2681,2006/4/28 17:59,3580
2682,2006/4/28 18:59,3585
2683,2006/4/28 19:59,3487.5
2684,2006/4/28 20:59,3322.5
2685,2006/4/28 21:59,3555
2686,2006/4/28 22:59,3675
2687,2006/4/28 23:59,3595
2688,2006/4/29 0:59,3607.5
2689,2006/4/29 1:59,3562.5
2690,2006/4/29 2:59,3557.5
2691,2006/4/29 3:59,3427.5
2692,2006/4/29 4:59,3375
2693,2006/4/29 5:59,3447.5
2694,2006/4/29 6:59,3637.5
2695,2006/4/29 7:59,3630
2696,2006/4/29 8:59,3635
2697,2006/4/29 9:59,3637.5
2698,2006/4/29 10:59,3567.5
2699,2006/4/29 11:59,3460
2700,2006/4/29 12:59,3385
2701,2006/4/29 13:59,3430
2702,2006/4/29 14:59,3672.5
2703,2006/4/29 15:59,3637.5
2704,2006/4/29 16:59,3712.5
2705,2006/4/29 17:59,3640
2706,2006/4/29 18:59,3572.5
2707,2006/4/29 19:59,3477.5
2708,2006/4/29 20:59,3370
2709,2006/4/29 21:59,3510
2710,2006/4/29 22:59,3640
2711,2006/4/29 23:59,3600
2712,2006/4/30 0:59,3620
2713,2006/4/30 1:59,3555
2714,2006/4/30 2:59,3560
2715,2006/4/30 3:59,3440
2716,2006/4/30 4:59,3350
2717,2006/4/30 5:59,3395
2718,2006/4/30 6:59,3615
2719,2006/4/30 7:59,3617.5
2720,2006/4/30 8:59,3575
2721,2006/4/30 9:59,3547.5
2722,2006/4/30 10:59,2590
2723,2006/4/30 11:59,2557.5
2724,2006/4/30 12:59,3372.5
2725,2006/4/30 13:59,3357.5
2726,2006/4/30 14:59,3607.5
2727,2006/4/30 15:59,2707.5
2728,2006/4/30 16:59,3657.5
2729,2006/4/30 17:59,3602.5
2730,2006/4/30 18:59,3687.5
2731,2006/4/30 19:59,3597.5
2732,2006/4/30 20:59,3420
2733,2006/4/30 21:59,3487.5
2734,2006/4/30 22:59,3675
2735,2006/4/30 23:59,3615
2736,2006/5/3 0:59,0
2737,2006/5/3 1:59,0
2738,2006/5/3 2:59,0
2739,2006/5/3 3:59,0
2740,2006/5/3 4:59,0
