,time,KWH
3969,2006/6/23 9:59,4590
3970,2006/6/23 10:59,4700
3971,2006/6/23 11:59,4805
3972,2006/6/23 12:59,4720
3973,2006/6/23 13:59,4647.5
3974,2006/6/23 14:59,4762.5
3975,2006/6/23 15:59,4755
3976,2006/6/23 16:59,3565
3977,2006/6/23 17:59,4640
3978,2006/6/23 18:59,4590
3979,2006/6/23 19:59,4567.5
3980,2006/6/23 20:59,4507.5
3981,2006/6/23 21:59,4627.5
3982,2006/6/23 22:59,4792.5
3983,2006/6/23 23:59,4790
3984,2006/6/24 0:59,0
3985,2006/6/24 1:59,0
3986,2006/6/24 2:59,0
3987,2006/6/24 3:59,0
3988,2006/6/24 4:59,0
3989,2006/6/24 5:59,0
3990,2006/6/24 6:59,0
3991,2006/6/24 7:59,0
3992,2006/6/24 8:59,0
3993,2006/6/24 9:59,4797.5
3994,2006/6/24 10:59,4715
3995,2006/6/24 11:59,4705
3996,2006/6/24 12:59,4622.5
3997,2006/6/24 13:59,4560
3998,2006/6/24 14:59,4650
3999,2006/6/24 15:59,4697.5
4000,2006/6/24 16:59,4740
4001,2006/6/24 17:59,4667.5
4002,2006/6/24 18:59,4665
4003,2006/6/24 19:59,4575
4004,2006/6/24 20:59,4487.5
4005,2006/6/24 21:59,4557.5
4006,2006/6/24 22:59,4712.5
4007,2006/6/24 23:59,4717.5
4008,2006/6/25 0:59,4672.5
4009,2006/6/25 1:59,4575
4010,2006/6/25 2:59,4527.5
4011,2006/6/25 3:59,4440
4012,2006/6/25 4:59,4325
4013,2006/6/25 5:59,4355
4014,2006/6/25 6:59,4645
4015,2006/6/25 7:59,4715
4016,2006/6/25 8:59,4680
4017,2006/6/25 9:59,4732.5
4018,2006/6/25 10:59,4645
4019,2006/6/25 11:59,4567.5
4020,2006/6/25 12:59,4532.5
4021,2006/6/25 13:59,4522.5
4022,2006/6/25 14:59,4602.5
4023,2006/6/25 15:59,4662.5
4024,2006/6/25 16:59,4670
4025,2006/6/25 17:59,4695
4026,2006/6/25 18:59,4657.5
4027,2006/6/25 19:59,4557.5
4028,2006/6/25 20:59,4455
4029,2006/6/25 21:59,4532.5
4030,2006/6/25 22:59,4652.5
4031,2006/6/25 23:59,4637.5
4032,2006/6/26 0:59,4625
4033,2006/6/26 1:59,4520
4034,2006/6/26 2:59,4490
4035,2006/6/26 3:59,4417.5
4036,2006/6/26 4:59,4335
4037,2006/6/26 5:59,4337.5
4038,2006/6/26 6:59,4632.5
4039,2006/6/26 7:59,4692.5
4040,2006/6/26 8:59,4700
4041,2006/6/26 9:59,4752.5
4042,2006/6/26 10:59,4702.5
4043,2006/6/26 11:59,4630
4044,2006/6/26 12:59,4495
4045,2006/6/26 13:59,4522.5
4046,2006/6/26 14:59,4617.5
4047,2006/6/26 15:59,4692.5
4048,2006/6/26 16:59,4755
4049,2006/6/26 17:59,4647.5
4050,2006/6/26 18:59,4542.5
4051,2006/6/26 19:59,4492.5
4052,2006/6/26 20:59,4495
4053,2006/6/26 21:59,4627.5
4054,2006/6/26 22:59,4697.5
4055,2006/6/26 23:59,4700
4056,2006/6/27 0:59,4635
4057,2006/6/27 1:59,4482.5
4058,2006/6/27 2:59,4517.5
4059,2006/6/27 3:59,4417.5
4060,2006/6/27 4:59,4332.5
4061,2006/6/27 5:59,4387.5
4062,2006/6/27 6:59,4662.5
4063,2006/6/27 7:59,4715
4064,2006/6/27 8:59,4642.5
4065,2006/6/27 9:59,4662.5
4066,2006/6/27 10:59,4530
4067,2006/6/27 11:59,4462.5
4068,2006/6/27 12:59,4485
4069,2006/6/27 13:59,4572.5
4070,2006/6/27 14:59,4642.5
4071,2006/6/27 15:59,4677.5
4072,2006/6/27 16:59,4707.5
4073,2006/6/27 17:59,4642.5
4074,2006/6/27 18:59,4647.5
4075,2006/6/27 19:59,4572.5
4076,2006/6/27 20:59,4522.5
4077,2006/6/27 21:59,4530
4078,2006/6/27 22:59,4735
4079,2006/6/27 23:59,4742.5
4080,2006/6/28 0:59,4687.5
4081,2006/6/28 1:59,4585
4082,2006/6/28 2:59,4570
4083,2006/6/28 3:59,4467.5
4084,2006/6/28 4:59,4387.5
4085,2006/6/28 5:59,4410
4086,2006/6/28 6:59,4740
4087,2006/6/28 7:59,4732.5
4088,2006/6/28 8:59,4347.5
4089,2006/6/28 9:59,4120
4090,2006/6/28 10:59,4465
4091,2006/6/28 11:59,4165
4092,2006/6/28 12:59,4427.5
4093,2006/6/28 13:59,4502.5
4094,2006/6/28 14:59,4547.5
4095,2006/6/28 15:59,4405
4096,2006/6/28 16:59,4672.5
4097,2006/6/28 17:59,4672.5
4098,2006/6/28 18:59,4722.5
4099,2006/6/28 19:59,4692.5
4100,2006/6/28 20:59,4575
4101,2006/6/28 21:59,4595
4102,2006/6/28 22:59,4747.5
4103,2006/6/28 23:59,4710
4104,2006/6/29 0:59,4645
4105,2006/6/29 1:59,4547.5
4106,2006/6/29 2:59,4567.5
4107,2006/6/29 3:59,4427.5
4108,2006/6/29 4:59,4352.5
4109,2006/6/29 5:59,4385
4110,2006/6/29 6:59,4685
4111,2006/6/29 7:59,4735
4112,2006/6/29 8:59,4707.5
4113,2006/6/29 9:59,4802.5
4114,2006/6/29 10:59,4770
4115,2006/6/29 11:59,4640
4116,2006/6/29 12:59,4555
4117,2006/6/29 13:59,4532.5
4118,2006/6/29 14:59,4545
4119,2006/6/29 15:59,4635
4120,2006/6/29 16:59,4665
4121,2006/6/29 17:59,4590
4122,2006/6/29 18:59,4622.5
4123,2006/6/29 19:59,4622.5
4124,2006/6/29 20:59,4605
4125,2006/6/29 21:59,4602.5
4126,2006/6/29 22:59,4717.5
4127,2006/6/29 23:59,4742.5
4128,2006/6/30 0:59,4702.5
4129,2006/6/30 1:59,4582.5
4130,2006/6/30 2:59,4565
4131,2006/6/30 3:59,4475
4132,2006/6/30 4:59,4382.5
4133,2006/6/30 5:59,4395
4134,2006/6/30 6:59,4745
4135,2006/6/30 7:59,4705
4136,2006/6/30 8:59,4732.5
4137,2006/6/30 9:59,4722.5
4138,2006/6/30 10:59,4665
4139,2006/6/30 11:59,4757.5
4140,2006/6/30 12:59,4675
4141,2006/6/30 13:59,4640
4142,2006/6/30 14:59,4667.5
4143,2006/6/30 15:59,4697.5
4144,2006/6/30 16:59,4745
4145,2006/6/30 17:59,4610
4146,2006/6/30 18:59,4592.5
4147,2006/6/30 19:59,4602.5
4148,2006/6/30 20:59,4480
4149,2006/6/30 21:59,4580
4150,2006/6/30 22:59,4745
4151,2006/6/30 23:59,4740
4152,2006/7/1 0:59,4695
4153,2006/7/1 1:59,4635
4154,2006/7/1 2:59,4517.5
4155,2006/7/1 3:59,4417.5
4156,2006/7/1 4:59,4337.5
4157,2006/7/1 5:59,4427.5
4158,2006/7/1 6:59,4735
4159,2006/7/1 7:59,4687.5
4160,2006/7/1 8:59,4710
4161,2006/7/1 9:59,4772.5
4162,2006/7/1 10:59,4690
4163,2006/7/1 11:59,4622.5
4164,2006/7/1 12:59,4592.5
4165,2006/7/1 13:59,4610
4166,2006/7/1 14:59,4695
4167,2006/7/1 15:59,4670
4168,2006/7/1 16:59,4705
4169,2006/7/1 17:59,4632.5
4170,2006/7/1 18:59,4522.5
4171,2006/7/1 19:59,4557.5
4172,2006/7/1 20:59,4455
4173,2006/7/1 21:59,4537.5
4174,2006/7/1 22:59,4690
4175,2006/7/1 23:59,4697.5
4176,2006/7/2 0:59,4637.5
4177,2006/7/2 1:59,4537.5
4178,2006/7/2 2:59,4445
4179,2006/7/2 3:59,4417.5
4180,2006/7/2 4:59,4320
4181,2006/7/2 5:59,4410
4182,2006/7/2 6:59,4785
4183,2006/7/2 7:59,4810
4184,2006/7/2 8:59,4772.5
4185,2006/7/2 9:59,4797.5
4186,2006/7/2 10:59,4715
4187,2006/7/2 11:59,4640
4188,2006/7/2 12:59,4542.5
4189,2006/7/2 13:59,4527.5
4190,2006/7/2 14:59,4562.5
4191,2006/7/2 15:59,4612.5
4192,2006/7/2 16:59,4650
4193,2006/7/2 17:59,4615
4194,2006/7/2 18:59,4605
4195,2006/7/2 19:59,4545
4196,2006/7/2 20:59,4470
4197,2006/7/2 21:59,4607.5
4198,2006/7/2 22:59,4717.5
4199,2006/7/2 23:59,4722.5
4200,2006/7/3 0:59,4727.5
4201,2006/7/3 1:59,4582.5
4202,2006/7/3 2:59,4555
4203,2006/7/3 3:59,4440
4204,2006/7/3 4:59,4310
4205,2006/7/3 5:59,4360
4206,2006/7/3 6:59,4692.5
4207,2006/7/3 7:59,4705
4208,2006/7/3 8:59,4645
4209,2006/7/3 9:59,4710
4210,2006/7/3 10:59,4642.5
4211,2006/7/3 11:59,4650
4212,2006/7/3 12:59,4585
4213,2006/7/3 13:59,4627.5
4214,2006/7/3 14:59,4657.5
4215,2006/7/3 15:59,4667.5
4216,2006/7/3 16:59,4752.5
4217,2006/7/3 17:59,4630
4218,2006/7/3 18:59,4665
4219,2006/7/3 19:59,4555
4220,2006/7/3 20:59,4472.5
4221,2006/7/3 21:59,4560
4222,2006/7/3 22:59,4745
4223,2006/7/3 23:59,4720
4224,2006/7/4 0:59,4675
4225,2006/7/4 1:59,4562.5
4226,2006/7/4 2:59,4440
4227,2006/7/4 3:59,4400
4228,2006/7/4 4:59,4335
4229,2006/7/4 5:59,4427.5
4230,2006/7/4 6:59,4752.5
4231,2006/7/4 7:59,4190
4232,2006/7/4 8:59,4527.5
4233,2006/7/4 9:59,4770
4234,2006/7/4 10:59,4710
4235,2006/7/4 11:59,4627.5
4236,2006/7/4 12:59,4577.5
4237,2006/7/4 13:59,4615
4238,2006/7/4 14:59,4677.5
4239,2006/7/4 15:59,4705
4240,2006/7/4 16:59,4790
4241,2006/7/4 17:59,4720
4242,2006/7/4 18:59,4687.5
4243,2006/7/4 19:59,4595
4244,2006/7/4 20:59,4530
4245,2006/7/4 21:59,4570
4246,2006/7/4 22:59,4720
4247,2006/7/4 23:59,4750
4248,2006/7/5 0:59,4697.5
4249,2006/7/5 1:59,4570
4250,2006/7/5 2:59,4457.5
4251,2006/7/5 3:59,4397.5
4252,2006/7/5 4:59,4362.5
4253,2006/7/5 5:59,4420
4254,2006/7/5 6:59,4762.5
4255,2006/7/5 7:59,4805
4256,2006/7/5 8:59,4842.5
4257,2006/7/5 9:59,4882.5
4258,2006/7/5 10:59,4687.5
4259,2006/7/5 11:59,4620
4260,2006/7/5 12:59,4600
4261,2006/7/5 13:59,4615
4262,2006/7/5 14:59,4647.5
4263,2006/7/5 15:59,4672.5
4264,2006/7/5 16:59,4670
4265,2006/7/5 17:59,4632.5
4266,2006/7/5 18:59,4665
4267,2006/7/5 19:59,4600
4268,2006/7/5 20:59,4567.5
4269,2006/7/5 21:59,4652.5
4270,2006/7/5 22:59,4757.5
4271,2006/7/5 23:59,4770
4272,2006/7/6 0:59,4677.5
4273,2006/7/6 1:59,4525
4274,2006/7/6 2:59,4497.5
4275,2006/7/6 3:59,4402.5
4276,2006/7/6 4:59,4342.5
4277,2006/7/6 5:59,4412.5
4278,2006/7/6 6:59,4752.5
4279,2006/7/6 7:59,4690
4280,2006/7/6 8:59,4615
4281,2006/7/6 9:59,4732.5
4282,2006/7/6 10:59,4702.5
4283,2006/7/6 11:59,4612.5
4284,2006/7/6 12:59,4602.5
4285,2006/7/6 13:59,4657.5
4286,2006/7/6 14:59,4662.5
4287,2006/7/6 15:59,4680
4288,2006/7/6 16:59,4727.5
4289,2006/7/6 17:59,4692.5
4290,2006/7/6 18:59,4662.5
4291,2006/7/6 19:59,4592.5
4292,2006/7/6 20:59,4477.5
4293,2006/7/6 21:59,4542.5
4294,2006/7/6 22:59,4760
4295,2006/7/6 23:59,4715
4296,2006/7/7 0:59,4747.5
4297,2006/7/7 1:59,4585
4298,2006/7/7 2:59,4595
4299,2006/7/7 3:59,4475
4300,2006/7/7 4:59,4422.5
4301,2006/7/7 5:59,4502.5
4302,2006/7/7 6:59,4702.5
4303,2006/7/7 7:59,4662.5
4304,2006/7/7 8:59,4630
4305,2006/7/7 9:59,4717.5
4306,2006/7/7 10:59,4540
4307,2006/7/7 11:59,4530
4308,2006/7/7 12:59,4497.5
4309,2006/7/7 13:59,4512.5
4310,2006/7/7 14:59,4582.5
4311,2006/7/7 15:59,4452.5
4312,2006/7/7 16:59,4452.5
4313,2006/7/7 17:59,4555
4314,2006/7/7 18:59,4600
4315,2006/7/7 19:59,4582.5
4316,2006/7/7 20:59,4500
4317,2006/7/7 21:59,4542.5
4318,2006/7/7 22:59,4647.5
4319,2006/7/7 23:59,4655
4320,2006/7/8 0:59,4565
4321,2006/7/8 1:59,4512.5
4322,2006/7/8 2:59,4485
4323,2006/7/8 3:59,4302.5
4324,2006/7/8 4:59,4247.5
4325,2006/7/8 5:59,4357.5
4326,2006/7/8 6:59,4685
4327,2006/7/8 7:59,4685
4328,2006/7/8 8:59,4735
4329,2006/7/8 9:59,4730
4330,2006/7/8 10:59,4665
4331,2006/7/8 11:59,4577.5
4332,2006/7/8 12:59,4520
4333,2006/7/8 13:59,4550
4334,2006/7/8 14:59,4622.5
4335,2006/7/8 15:59,4540
4336,2006/7/8 16:59,4590
4337,2006/7/8 17:59,4592.5
4338,2006/7/8 18:59,4695
4339,2006/7/8 19:59,4675
4340,2006/7/8 20:59,4630
4341,2006/7/8 21:59,4715
4342,2006/7/8 22:59,4702.5
4343,2006/7/8 23:59,4712.5
4344,2006/7/9 0:59,4695
4345,2006/7/9 1:59,4480
4346,2006/7/9 2:59,4327.5
4347,2006/7/9 3:59,4325
4348,2006/7/9 4:59,4305
4349,2006/7/9 5:59,4497.5
4350,2006/7/9 6:59,4812.5
4351,2006/7/9 7:59,4812.5
4352,2006/7/9 8:59,4777.5
4353,2006/7/9 9:59,4847.5
4354,2006/7/9 10:59,4742.5
4355,2006/7/9 11:59,4695
4356,2006/7/9 12:59,4550
4357,2006/7/9 13:59,4390
4358,2006/7/9 14:59,4557.5
4359,2006/7/9 15:59,4440
4360,2006/7/9 16:59,4462.5
4361,2006/7/9 17:59,4592.5
4362,2006/7/9 18:59,4655
4363,2006/7/9 19:59,4575
4364,2006/7/9 20:59,4547.5
4365,2006/7/9 21:59,4652.5
4366,2006/7/9 22:59,4757.5
4367,2006/7/9 23:59,4695
4368,2006/7/10 0:59,4657.5
4369,2006/7/10 1:59,4610
4370,2006/7/10 2:59,4417.5
4371,2006/7/10 3:59,4360
4372,2006/7/10 4:59,4342.5
4373,2006/7/10 5:59,4482.5
4374,2006/7/10 6:59,4785
4375,2006/7/10 7:59,4842.5
4376,2006/7/10 8:59,4850
4377,2006/7/10 9:59,4815
4378,2006/7/10 10:59,4780
4379,2006/7/10 11:59,4795
4380,2006/7/10 12:59,4650
4381,2006/7/10 13:59,4530
4382,2006/7/10 14:59,4612.5
4383,2006/7/10 15:59,4580
4384,2006/7/10 16:59,4505
4385,2006/7/10 17:59,4630
4386,2006/7/10 18:59,4755
4387,2006/7/10 19:59,4692.5
4388,2006/7/10 20:59,4625
4389,2006/7/10 21:59,4705
4390,2006/7/10 22:59,4795
4391,2006/7/10 23:59,4780
4392,2006/7/11 0:59,4760
4393,2006/7/11 1:59,4510
4394,2006/7/11 2:59,4425
4395,2006/7/11 3:59,4330
4396,2006/7/11 4:59,4290
4397,2006/7/11 5:59,4472.5
4398,2006/7/11 6:59,4797.5
4399,2006/7/11 7:59,4835
4400,2006/7/11 8:59,4850
4401,2006/7/11 9:59,4827.5
4402,2006/7/11 10:59,4725
4403,2006/7/11 11:59,4745
4404,2006/7/11 12:59,4660
4405,2006/7/11 13:59,4620
4406,2006/7/11 14:59,4750
4407,2006/7/11 15:59,4635
4408,2006/7/11 16:59,4575
4409,2006/7/11 17:59,4667.5
4410,2006/7/11 18:59,4795
4411,2006/7/11 19:59,4722.5
4412,2006/7/11 20:59,4652.5
4413,2006/7/11 21:59,4782.5
4414,2006/7/11 22:59,4810
4415,2006/7/11 23:59,4832.5
4416,2006/7/12 0:59,4797.5
4417,2006/7/12 1:59,4700
4418,2006/7/12 2:59,4570
4419,2006/7/12 3:59,4500
4420,2006/7/12 4:59,4440
4421,2006/7/12 5:59,4472.5
4422,2006/7/12 6:59,4817.5
4423,2006/7/12 7:59,4855
4424,2006/7/12 8:59,4837.5
4425,2006/7/12 9:59,4885
4426,2006/7/12 10:59,4795
4427,2006/7/12 11:59,4790
4428,2006/7/12 12:59,4712.5
4429,2006/7/12 13:59,4630
4430,2006/7/12 14:59,4767.5
4431,2006/7/12 15:59,4760
4432,2006/7/12 16:59,4755
4433,2006/7/12 17:59,4750
4434,2006/7/12 18:59,4827.5
4435,2006/7/12 19:59,4725
4436,2006/7/12 20:59,4650
4437,2006/7/12 21:59,4725
4438,2006/7/12 22:59,4850
4439,2006/7/12 23:59,4777.5
4440,2006/7/13 0:59,4777.5
4441,2006/7/13 1:59,4717.5
4442,2006/7/13 2:59,4670
4443,2006/7/13 3:59,4570
4444,2006/7/13 4:59,4482.5
4445,2006/7/13 5:59,4517.5
4446,2006/7/13 6:59,4790
4447,2006/7/13 7:59,4837.5
4448,2006/7/13 8:59,4850
4449,2006/7/13 9:59,4240
4450,2006/7/13 10:59,4795
4451,2006/7/13 11:59,4740
4452,2006/7/13 12:59,4682.5
4453,2006/7/13 13:59,4667.5
4454,2006/7/13 14:59,4752.5
4455,2006/7/13 15:59,4752.5
4456,2006/7/13 16:59,4762.5
4457,2006/7/13 17:59,4755
4458,2006/7/13 18:59,4825
4459,2006/7/13 19:59,4805
4460,2006/7/13 20:59,4697.5
4461,2006/7/13 21:59,4715
4462,2006/7/13 22:59,4815
4463,2006/7/13 23:59,4797.5
4464,2006/7/14 0:59,4767.5
4465,2006/7/14 1:59,4712.5
4466,2006/7/14 2:59,4590
4467,2006/7/14 3:59,4382.5
4468,2006/7/14 4:59,4332.5
4469,2006/7/14 5:59,4472.5
4470,2006/7/14 6:59,4810
4471,2006/7/14 7:59,4812.5
4472,2006/7/14 8:59,4820
4473,2006/7/14 9:59,4865
4474,2006/7/14 10:59,4790
4475,2006/7/14 11:59,4785
4476,2006/7/14 12:59,4725
4477,2006/7/14 13:59,4672.5
4478,2006/7/14 14:59,4760
4479,2006/7/14 15:59,4660
4480,2006/7/14 16:59,4687.5
4481,2006/7/14 17:59,4710
4482,2006/7/14 18:59,4832.5
4483,2006/7/14 19:59,4402.5
4484,2006/7/14 20:59,4145
4485,2006/7/14 21:59,4525
4486,2006/7/14 22:59,4717.5
4487,2006/7/14 23:59,4705
4488,2006/7/15 0:59,4755
4489,2006/7/15 1:59,4687.5
4490,2006/7/15 2:59,4595
4491,2006/7/15 3:59,4275
4492,2006/7/15 4:59,4085
4493,2006/7/15 5:59,4127.5
4494,2006/7/15 6:59,4757.5
4495,2006/7/15 7:59,4790
4496,2006/7/15 8:59,4845
4497,2006/7/15 9:59,4900
4498,2006/7/15 10:59,4762.5
4499,2006/7/15 11:59,4667.5
4500,2006/7/15 12:59,4637.5
4501,2006/7/15 13:59,4662.5
4502,2006/7/15 14:59,4637.5
4503,2006/7/15 15:59,4442.5
4504,2006/7/15 16:59,4512.5
4505,2006/7/15 17:59,4622.5
4506,2006/7/15 18:59,4735
4507,2006/7/15 19:59,4662.5
4508,2006/7/15 20:59,4575
4509,2006/7/15 21:59,4605
4510,2006/7/15 22:59,4765
4511,2006/7/15 23:59,4707.5
4512,2006/7/16 0:59,4697.5
4513,2006/7/16 1:59,4635
4514,2006/7/16 2:59,4632.5
4515,2006/7/16 3:59,4385
4516,2006/7/16 4:59,4317.5
4517,2006/7/16 5:59,4392.5
4518,2006/7/16 6:59,4800
4519,2006/7/16 7:59,4842.5
4520,2006/7/16 8:59,4862.5
4521,2006/7/16 9:59,4805
4522,2006/7/16 10:59,4642.5
4523,2006/7/16 11:59,4775
4524,2006/7/16 12:59,4702.5
4525,2006/7/16 13:59,4660
4526,2006/7/16 14:59,4737.5
4527,2006/7/16 15:59,4675
4528,2006/7/16 16:59,4542.5
4529,2006/7/16 17:59,4582.5
4530,2006/7/16 18:59,4722.5
4531,2006/7/16 19:59,4677.5
4532,2006/7/16 20:59,4535
4533,2006/7/16 21:59,4575
4534,2006/7/16 22:59,4675
4535,2006/7/16 23:59,4660
4536,2006/7/17 0:59,4660
4537,2006/7/17 1:59,4562.5
4538,2006/7/17 2:59,4385
4539,2006/7/17 3:59,4292.5
4540,2006/7/17 4:59,4237.5
4541,2006/7/17 5:59,4340
4542,2006/7/17 6:59,4715
4543,2006/7/17 7:59,4727.5
4544,2006/7/17 8:59,4765
4545,2006/7/17 9:59,4775
4546,2006/7/17 10:59,4652.5
4547,2006/7/17 11:59,4755
4548,2006/7/17 12:59,4667.5
4549,2006/7/17 13:59,4592.5
4550,2006/7/17 14:59,4677.5
4551,2006/7/17 15:59,4585
4552,2006/7/17 16:59,4550
4553,2006/7/17 17:59,4605
4554,2006/7/17 18:59,4647.5
4555,2006/7/17 19:59,4180
4556,2006/7/17 20:59,3930
4557,2006/7/17 21:59,3880
4558,2006/7/17 22:59,3902.5
4559,2006/7/17 23:59,3822.5
4560,2006/7/18 0:59,3735
4561,2006/7/18 1:59,3550
4562,2006/7/18 2:59,3382.5
4563,2006/7/18 3:59,3332.5
4564,2006/7/18 4:59,3310
4565,2006/7/18 5:59,3487.5
4566,2006/7/18 6:59,3795
4567,2006/7/18 7:59,3855
4568,2006/7/18 8:59,3792.5
4569,2006/7/18 9:59,3590
4570,2006/7/18 10:59,3517.5
4571,2006/7/18 11:59,3605
4572,2006/7/18 12:59,3582.5
4573,2006/7/18 13:59,3565
4574,2006/7/18 14:59,3472.5
4575,2006/7/18 15:59,3412.5
4576,2006/7/18 16:59,3370
4577,2006/7/18 17:59,3377.5
4578,2006/7/18 18:59,3502.5
4579,2006/7/18 19:59,3512.5
4580,2006/7/18 20:59,3477.5
4581,2006/7/18 21:59,3460
4582,2006/7/18 22:59,3642.5
4583,2006/7/18 23:59,3565
4584,2006/7/19 0:59,3552.5
4585,2006/7/19 1:59,3490
4586,2006/7/19 2:59,3447.5
4587,2006/7/19 3:59,3345
4588,2006/7/19 4:59,3297.5
4589,2006/7/19 5:59,3327.5
4590,2006/7/19 6:59,3552.5
4591,2006/7/19 7:59,3600
4592,2006/7/19 8:59,3560
4593,2006/7/19 9:59,3480
4594,2006/7/19 10:59,3520
4595,2006/7/19 11:59,3460
4596,2006/7/19 12:59,3440
4597,2006/7/19 13:59,3507.5
4598,2006/7/19 14:59,3750
4599,2006/7/19 15:59,3787.5
4600,2006/7/19 16:59,3827.5
4601,2006/7/19 17:59,3827.5
4602,2006/7/19 18:59,4002.5
4603,2006/7/19 19:59,3920
4604,2006/7/19 20:59,3900
4605,2006/7/19 21:59,3910
4606,2006/7/19 22:59,4045
4607,2006/7/19 23:59,4007.5
4608,2006/7/20 0:59,3857.5
4609,2006/7/20 1:59,3702.5
4610,2006/7/20 2:59,3677.5
4611,2006/7/20 3:59,3690
4612,2006/7/20 4:59,3730
4613,2006/7/20 5:59,3830
4614,2006/7/20 6:59,4082.5
4615,2006/7/20 7:59,4207.5
4616,2006/7/20 8:59,4255
4617,2006/7/20 9:59,4012.5
4618,2006/7/20 10:59,3867.5
4619,2006/7/20 11:59,4285
4620,2006/7/20 12:59,4237.5
4621,2006/7/20 13:59,4295
4622,2006/7/20 14:59,4227.5
4623,2006/7/20 15:59,4275
4624,2006/7/20 16:59,4285
4625,2006/7/20 17:59,4400
4626,2006/7/20 18:59,4367.5
4627,2006/7/20 19:59,4222.5
4628,2006/7/20 20:59,4172.5
4629,2006/7/20 21:59,4180
4630,2006/7/20 22:59,4262.5
4631,2006/7/20 23:59,4170
4632,2006/7/21 0:59,4125
4633,2006/7/21 1:59,4075
4634,2006/7/21 2:59,3997.5
4635,2006/7/21 3:59,3907.5
4636,2006/7/21 4:59,3850
4637,2006/7/21 5:59,3907.5
4638,2006/7/21 6:59,4192.5
4639,2006/7/21 7:59,4300
4640,2006/7/21 8:59,4222.5
4641,2006/7/21 9:59,4205
4642,2006/7/21 10:59,4137.5
4643,2006/7/21 11:59,4075
4644,2006/7/21 12:59,4062.5
4645,2006/7/21 13:59,4145
4646,2006/7/21 14:59,3962.5
4647,2006/7/21 15:59,3970
4648,2006/7/21 16:59,3965
4649,2006/7/21 17:59,4005
4650,2006/7/21 18:59,4152.5
4651,2006/7/21 19:59,4090
4652,2006/7/21 20:59,4035
4653,2006/7/21 21:59,4055
4654,2006/7/21 22:59,4172.5
4655,2006/7/21 23:59,4105
4656,2006/7/22 0:59,4142.5
4657,2006/7/22 1:59,3957.5
4658,2006/7/22 2:59,3827.5
4659,2006/7/22 3:59,3845
4660,2006/7/22 4:59,3852.5
4661,2006/7/22 5:59,3872.5
4662,2006/7/22 6:59,4235
4663,2006/7/22 7:59,4310
4664,2006/7/22 8:59,4367.5
4665,2006/7/22 9:59,4365
4666,2006/7/22 10:59,4297.5
4667,2006/7/22 11:59,4242.5
4668,2006/7/22 12:59,4162.5
4669,2006/7/22 13:59,4090
4670,2006/7/22 14:59,4137.5
4671,2006/7/22 15:59,4067.5
4672,2006/7/22 16:59,4100
4673,2006/7/22 17:59,4167.5
4674,2006/7/22 18:59,4337.5
4675,2006/7/22 19:59,4282.5
4676,2006/7/22 20:59,4157.5
4677,2006/7/22 21:59,4137.5
4678,2006/7/22 22:59,4190
4679,2006/7/22 23:59,4165
4680,2006/7/23 0:59,4137.5
4681,2006/7/23 1:59,4022.5
4682,2006/7/23 2:59,3862.5
4683,2006/7/23 3:59,3847.5
4684,2006/7/23 4:59,3810
4685,2006/7/23 5:59,3875
4686,2006/7/23 6:59,4255
4687,2006/7/23 7:59,4312.5
4688,2006/7/23 8:59,4357.5
4689,2006/7/23 9:59,4355
4690,2006/7/23 10:59,4270
4691,2006/7/23 11:59,4110
4692,2006/7/23 12:59,4092.5
4693,2006/7/23 13:59,4010
4694,2006/7/23 14:59,4037.5
4695,2006/7/23 15:59,3900
4696,2006/7/23 16:59,3882.5
4697,2006/7/23 17:59,4002.5
4698,2006/7/23 18:59,4120
4699,2006/7/23 19:59,4010
4700,2006/7/23 20:59,3890
4701,2006/7/23 21:59,3955
4702,2006/7/23 22:59,4037.5
4703,2006/7/23 23:59,4012.5
4704,2006/7/24 0:59,3967.5
4705,2006/7/24 1:59,3860
4706,2006/7/24 2:59,3755
4707,2006/7/24 3:59,3617.5
4708,2006/7/24 4:59,3550
4709,2006/7/24 5:59,3647.5
4710,2006/7/24 6:59,4017.5
4711,2006/7/24 7:59,4080
4712,2006/7/24 8:59,4057.5
4713,2006/7/24 9:59,4067.5
4714,2006/7/24 10:59,4020
4715,2006/7/24 11:59,3872.5
4716,2006/7/24 12:59,3635
4717,2006/7/24 13:59,3755
4718,2006/7/24 14:59,3875
4719,2006/7/24 15:59,3882.5
4720,2006/7/24 16:59,3955
4721,2006/7/24 17:59,3892.5
4722,2006/7/24 18:59,3585
4723,2006/7/24 19:59,3447.5
4724,2006/7/24 20:59,3385
4725,2006/7/24 21:59,3847.5
4726,2006/7/24 22:59,3900
4727,2006/7/24 23:59,3877.5
4728,2006/7/25 0:59,3940
4729,2006/7/25 1:59,3812.5
4730,2006/7/25 2:59,3700
4731,2006/7/25 3:59,3700
4732,2006/7/25 4:59,3687.5
4733,2006/7/25 5:59,3722.5
4734,2006/7/25 6:59,3800
4735,2006/7/25 7:59,3835
4736,2006/7/25 8:59,4157.5
4737,2006/7/25 9:59,4170
4738,2006/7/25 10:59,4087.5
4739,2006/7/25 11:59,3990
4740,2006/7/25 12:59,3995
4741,2006/7/25 13:59,4067.5
4742,2006/7/25 14:59,4270
4743,2006/7/25 15:59,4365
4744,2006/7/25 16:59,4375
4745,2006/7/25 17:59,4230
4746,2006/7/25 18:59,4212.5
